PRP$,RB,DT,JJ,NN,",",CC,VB,VBG,IN,.,NNP,NNS,PRP,VBP,MD,TO,VBZ,:,VBN,RP,WP,WRB,CD,WDT,PDT,JJR,RBR,VBD,UH,``,'',(,),JJS,EX,FW,RBS,NNPS,$,WP$,#,SYM,POS
82,187,208,146,373,179,110,212,74,307,228,140,106,365,176,76,90,57,43,39,17,21,36,13,15,3,11,8,53,2,6,8,3,12,7,4,0,2,0,0,1,0,0,0
31,75,46,54,85,30,31,47,27,69,51,21,31,106,49,15,26,23,2,7,3,3,8,7,3,2,1,3,28,1,1,1,2,3,3,1,1,0,0,0,0,0,0,0
1,4,6,4,9,3,4,8,1,7,6,3,2,15,5,1,4,4,2,1,1,1,0,0,0,0,2,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,3,0,1,0,1,1,2,1,0,1,0,0,5,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,78,81,71,133,59,35,85,24,113,60,33,34,97,38,21,46,29,6,15,7,9,5,5,5,1,1,2,13,2,1,1,3,5,3,4,2,0,0,0,0,0,0,0
58,185,158,108,267,69,76,164,57,206,170,66,67,269,141,45,83,39,13,29,25,19,25,18,7,4,7,6,35,3,1,3,13,12,10,4,0,1,0,0,0,0,0,0
151,310,308,278,660,227,144,390,80,442,366,152,138,558,230,110,169,120,41,52,26,39,39,32,20,4,11,8,101,3,2,2,17,22,9,11,1,2,0,1,0,0,0,0
58,205,197,159,326,149,110,207,66,279,125,65,94,230,99,65,107,80,40,16,12,18,15,19,19,3,9,6,19,0,1,1,9,13,7,9,0,1,1,0,0,0,0,0
16,47,48,35,73,25,29,44,16,82,34,24,22,77,34,16,16,22,4,13,3,6,7,3,2,0,1,1,19,0,0,0,3,3,3,1,0,1,1,0,0,0,0,0
26,25,27,19,56,26,13,19,3,30,17,15,10,42,17,11,8,9,1,2,0,3,2,6,2,0,2,2,18,0,1,1,1,2,4,0,0,0,0,0,0,0,0,0
180,436,402,391,775,167,236,358,124,613,439,367,249,554,298,92,184,117,20,82,43,35,61,54,27,1,27,6,180,2,13,13,23,25,19,5,5,2,1,1,0,0,0,0
74,261,196,174,320,140,108,151,83,306,196,135,115,285,146,25,93,65,4,53,22,24,23,12,15,2,10,13,62,6,1,1,0,0,16,8,0,1,0,2,0,0,0,0
23,75,76,72,150,28,38,83,24,93,105,37,46,119,74,25,34,33,22,12,3,11,4,10,1,2,11,2,13,1,0,0,2,2,0,1,0,0,0,0,0,0,0,0
27,72,90,64,136,76,38,74,33,107,97,53,36,121,57,21,40,26,4,14,8,13,11,7,3,2,6,1,19,1,0,0,2,1,4,1,0,0,0,0,0,0,0,0
21,70,52,62,101,55,45,68,12,77,74,49,21,102,53,15,17,21,4,9,6,0,7,6,0,2,4,2,19,2,1,1,2,2,5,1,0,0,0,0,0,0,0,0
10,8,12,6,24,5,6,6,5,14,7,5,4,19,4,1,4,4,4,0,1,0,2,0,1,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,0,2,4,2,1,3,1,3,2,2,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,25,18,17,29,9,13,9,8,17,15,23,11,20,16,1,7,5,1,9,1,1,2,5,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,55,60,65,110,18,27,33,7,60,47,36,35,56,43,5,13,27,5,6,1,7,4,2,0,1,6,2,19,0,4,2,1,2,4,0,0,0,1,0,0,0,0,0
15,48,30,29,61,16,17,30,12,47,49,36,20,64,28,4,16,12,1,8,5,5,6,4,2,1,1,2,24,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0
5,23,17,14,30,11,10,22,6,24,18,4,10,29,24,4,9,3,0,3,0,1,1,1,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
7,33,23,34,49,26,18,25,7,36,32,6,12,48,21,4,12,8,1,0,4,1,2,2,0,0,3,1,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18,30,50,34,71,23,20,15,12,45,44,12,18,45,28,6,12,11,1,8,1,2,4,1,2,0,4,1,13,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
18,59,72,52,114,36,33,50,27,102,47,24,31,84,48,11,38,22,8,16,8,2,5,8,7,0,0,0,17,0,2,2,1,1,0,2,1,2,0,0,1,0,0,0
25,46,58,56,111,37,34,63,26,103,42,49,32,87,38,25,27,13,20,6,3,7,10,6,2,0,5,1,22,0,5,3,0,1,1,0,0,0,0,0,0,0,0,0
43,138,105,103,202,35,80,90,62,161,86,49,78,153,60,26,46,22,5,25,8,10,10,9,3,3,5,3,58,1,5,5,8,8,6,3,1,0,0,0,0,0,0,0
13,21,15,24,38,5,15,23,2,26,4,8,9,18,11,5,9,2,9,3,0,0,1,4,0,0,2,1,13,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0
11,24,24,15,35,6,11,9,6,28,21,14,8,35,11,3,9,7,0,8,1,1,3,4,1,0,1,0,16,0,0,0,2,2,0,0,0,1,0,1,0,0,0,0
76,170,228,195,395,166,121,213,97,309,149,107,151,285,181,56,122,77,5,44,31,29,25,36,17,4,11,6,63,1,8,12,8,14,7,6,0,0,0,2,0,0,0,0
0,11,11,8,20,2,6,6,3,13,11,9,3,14,3,0,3,2,0,2,2,1,1,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15,44,37,33,86,31,30,35,12,45,52,26,19,82,45,10,17,12,14,9,1,4,5,8,1,0,2,1,23,1,0,0,2,14,1,2,0,0,1,0,0,0,0,0
82,207,232,173,377,119,130,254,49,282,144,62,118,340,180,77,126,89,13,37,21,26,23,26,10,1,10,6,54,3,9,13,9,11,16,15,1,3,0,0,0,4,0,0
8,28,28,26,53,19,21,20,18,41,22,20,20,25,11,3,12,8,9,5,3,3,3,2,0,0,1,0,7,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0
31,102,78,85,182,61,50,88,31,137,89,33,58,146,87,26,31,26,5,12,10,9,11,11,12,0,7,2,14,0,1,1,3,3,1,2,0,0,0,0,0,0,0,0
91,223,254,232,465,154,138,233,100,384,183,129,150,319,169,53,116,99,64,52,24,34,20,16,27,0,11,4,84,3,4,2,12,13,13,8,3,2,0,2,0,0,2,0
4,14,6,16,22,6,7,8,3,17,8,6,6,11,7,3,5,5,3,1,0,1,0,0,0,1,0,0,4,0,1,1,1,3,1,1,0,0,0,0,0,0,0,0
30,116,82,80,166,25,57,105,30,104,127,91,36,201,95,27,52,40,14,25,12,4,5,7,4,1,3,1,25,0,3,7,4,5,3,0,0,0,0,1,0,0,0,0
130,297,361,283,622,224,192,343,105,454,406,203,218,485,317,113,165,143,44,63,22,72,36,25,12,5,23,13,68,7,17,17,9,12,9,19,4,3,1,6,0,0,0,0
39,87,84,68,146,50,49,84,26,134,73,37,37,120,72,25,38,31,2,10,3,15,11,2,6,1,6,1,18,0,4,4,1,1,7,5,2,1,0,0,0,0,0,0
5,11,13,11,21,1,11,12,4,11,19,7,8,11,9,1,7,2,0,2,0,2,2,0,1,0,0,0,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
5,10,19,24,47,10,5,11,5,15,16,13,6,19,12,6,4,8,1,2,0,0,1,4,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,12,24,12,32,9,8,8,2,21,13,9,2,20,8,4,4,11,0,3,3,1,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,103,86,71,144,68,48,137,26,137,135,49,45,177,87,49,50,24,5,22,7,7,8,4,5,2,2,2,18,1,0,0,0,3,3,2,2,0,0,1,0,0,0,0
44,125,125,111,220,70,64,112,57,178,118,61,53,178,104,44,39,42,18,19,8,16,9,7,9,1,7,3,16,1,5,5,12,11,6,4,0,2,0,0,0,0,0,0
82,204,171,165,300,78,123,281,80,259,173,96,90,392,186,39,128,65,4,30,20,33,28,22,11,2,29,6,59,4,6,7,4,4,9,3,0,1,0,0,0,0,0,0
40,162,104,118,222,104,91,201,43,193,171,69,60,282,140,49,113,47,4,20,19,12,15,9,7,0,16,2,27,3,0,0,6,3,9,0,2,3,0,0,0,0,0,0
4,12,10,11,24,3,4,9,6,17,7,3,6,10,7,4,3,4,0,1,2,1,2,0,1,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
138,485,444,479,738,302,261,368,128,615,234,241,279,405,218,104,191,158,92,86,41,45,43,21,24,9,31,15,77,7,17,15,23,27,32,13,2,3,1,0,0,0,1,1
10,22,32,22,59,33,20,18,5,43,23,20,22,42,25,7,10,10,2,1,4,1,2,6,3,0,5,0,13,1,2,2,3,3,0,0,0,0,0,0,0,0,0,0
12,15,23,17,39,24,9,31,4,17,21,8,3,40,15,5,13,11,0,3,2,7,7,1,3,0,1,1,9,1,2,2,0,0,1,1,1,0,0,0,0,0,0,0
4,5,7,4,14,3,0,6,0,8,6,3,2,9,6,1,3,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,172,143,104,220,43,114,187,59,222,161,52,68,279,103,70,72,66,0,34,18,22,21,15,10,5,21,9,60,1,7,7,2,2,5,19,0,2,0,0,1,0,0,0
15,38,40,25,74,16,24,38,7,53,46,16,23,71,24,14,20,11,3,7,3,3,3,4,1,2,1,1,29,0,0,0,1,1,3,2,0,2,0,0,0,0,0,0
193,447,477,430,832,142,207,387,165,629,465,205,283,548,300,114,197,144,19,62,39,29,37,41,31,7,34,14,105,4,13,7,2,2,21,11,3,6,2,0,0,0,0,0
6,49,39,30,78,12,21,47,17,59,38,17,14,69,29,14,22,9,1,5,4,2,4,4,3,1,1,0,9,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
9,26,33,24,42,6,15,21,8,22,17,13,15,34,25,4,15,9,1,5,2,5,0,0,1,1,0,1,5,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0
44,134,135,121,273,74,74,105,35,192,179,116,70,235,112,32,50,33,23,22,16,8,9,20,3,2,8,3,72,1,2,2,6,8,9,0,1,0,4,0,0,0,0,0
69,192,216,208,394,99,117,185,65,258,124,91,118,252,159,44,102,77,6,25,16,26,29,17,11,6,11,8,42,6,3,3,12,14,1,4,1,0,1,0,0,0,0,0
79,172,193,171,370,122,109,179,74,289,166,95,99,256,143,46,95,92,5,45,21,25,40,8,7,2,9,6,38,1,0,0,4,4,6,5,1,4,1,0,0,0,0,0
9,21,21,13,29,2,21,28,5,26,14,3,11,41,21,10,15,11,7,7,1,3,2,1,1,0,2,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
36,88,129,85,211,67,70,111,42,185,69,33,65,154,65,34,56,34,2,17,7,7,6,12,4,2,15,2,40,0,1,1,8,8,3,7,0,2,3,1,0,0,0,0
62,145,187,131,351,137,81,144,35,215,103,130,69,270,181,33,70,43,26,20,11,21,26,10,12,1,4,0,43,1,11,11,15,16,7,4,3,1,0,1,0,0,0,0
62,96,144,84,239,44,58,106,39,199,101,60,51,188,87,25,66,34,13,20,8,11,17,12,14,3,5,0,74,0,1,1,10,10,3,0,0,3,1,0,0,0,0,0
57,146,131,101,226,64,62,85,46,188,103,52,58,209,84,16,70,54,0,27,11,14,17,10,13,1,11,4,82,3,1,1,1,1,7,4,0,1,0,0,1,0,0,0
11,15,27,19,45,15,15,27,6,37,24,15,14,26,14,4,9,8,1,3,1,1,3,2,1,1,3,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24,34,38,36,74,34,27,47,14,50,68,20,51,73,42,23,17,14,4,7,2,0,4,12,2,0,3,0,16,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0
2,4,5,2,10,2,1,8,1,8,6,1,3,10,4,2,2,3,0,0,1,4,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,75,78,51,127,23,46,47,31,93,39,13,41,79,44,13,31,31,0,22,15,1,9,14,5,0,6,0,20,1,4,4,0,0,2,4,0,0,0,0,0,0,0,0
8,36,28,22,36,0,13,18,7,33,25,12,9,57,29,7,12,13,0,4,1,0,1,2,2,0,2,0,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2,11,11,13,19,12,4,12,1,11,8,1,8,26,17,2,6,3,0,3,0,0,1,0,1,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,21,27,26,32,11,12,17,17,31,18,5,7,21,21,6,8,5,1,1,4,2,1,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,19,24,28,37,13,13,30,7,27,21,6,12,44,24,10,11,5,0,7,1,4,4,1,2,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,218,247,184,402,124,117,224,95,341,139,60,110,319,129,84,106,68,4,44,29,10,22,21,17,2,25,6,59,0,7,7,2,1,7,4,0,2,1,0,0,0,0,0
5,21,26,18,45,11,8,32,5,37,32,11,14,39,23,7,8,12,0,4,1,2,3,2,1,0,1,0,3,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0
5,49,28,33,56,30,27,28,16,55,33,22,24,71,37,9,10,12,0,3,5,1,0,6,2,0,3,2,19,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
13,39,24,25,39,1,13,26,15,34,31,10,11,54,29,9,11,6,1,6,1,4,2,0,0,0,2,2,5,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0
11,60,30,34,47,21,28,43,10,32,31,13,10,72,38,22,19,9,2,5,2,5,3,0,1,0,1,2,3,0,0,0,1,2,2,3,0,0,0,0,1,0,0,0
30,71,92,61,187,95,56,108,39,101,109,47,43,126,66,39,37,30,0,11,10,15,13,11,7,1,7,1,15,1,13,12,1,3,5,2,1,0,0,0,0,0,0,0
12,23,16,19,27,1,10,31,9,28,0,6,4,46,16,8,14,11,5,6,1,4,4,1,0,0,3,0,12,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0
3,11,7,6,16,9,4,11,2,13,20,11,7,18,9,3,3,3,1,4,0,1,0,1,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7,5,6,6,1,1,5,2,7,4,4,3,5,0,3,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,17,13,9,20,4,5,13,2,16,11,8,5,25,13,4,9,4,1,4,1,1,2,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
110,360,410,331,648,377,180,304,114,517,279,190,226,367,162,100,169,94,89,77,29,31,29,84,17,0,41,13,180,0,3,3,36,44,22,8,1,3,2,1,0,0,2,0
18,57,57,38,92,13,27,63,23,68,52,13,29,90,47,19,28,14,2,20,4,9,5,11,2,0,4,0,23,3,0,0,1,2,5,1,0,1,0,0,0,0,0,0
30,90,104,92,186,64,57,118,33,138,117,54,61,152,80,33,43,41,11,16,11,17,14,7,8,3,11,2,27,0,3,3,4,4,2,5,0,1,1,0,0,0,0,0
3,13,6,4,9,3,2,5,0,6,11,7,6,9,7,1,1,2,0,0,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,9,11,14,24,4,8,13,10,18,11,1,8,21,13,2,6,5,0,3,2,4,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,22,15,25,38,13,14,10,7,32,14,20,13,27,13,3,3,7,5,6,1,2,0,3,0,0,2,1,13,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0
15,11,12,10,33,13,8,9,3,29,13,9,10,22,9,2,6,2,3,7,1,1,0,2,1,0,1,0,15,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0
34,86,82,85,148,60,51,62,41,120,57,48,52,133,84,14,32,32,11,12,9,10,20,7,2,0,2,0,35,1,13,3,4,5,1,4,0,1,0,0,0,0,0,0
14,79,56,67,106,81,26,63,25,68,45,60,33,53,33,13,28,17,3,7,9,3,4,4,2,1,5,1,10,2,1,1,4,4,2,1,0,1,0,0,0,0,0,0
10,22,41,34,57,10,15,30,15,43,29,12,20,32,15,10,19,13,0,4,3,3,0,3,0,1,1,3,5,0,1,1,4,4,1,1,0,0,0,0,0,0,0,0
2,8,9,11,99,2,2,13,3,13,49,78,5,13,7,1,2,6,46,1,1,0,1,20,0,0,1,0,0,0,0,0,20,20,0,0,0,0,1,0,0,0,0,0
14,44,53,37,98,45,30,55,16,83,37,30,24,56,40,21,29,40,2,10,4,7,3,0,6,1,3,2,4,0,1,1,1,1,1,12,0,0,0,0,0,0,0,0
0,2,1,0,4,1,2,5,5,4,4,6,0,2,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,406,500,385,765,90,266,471,205,667,197,189,166,674,351,159,229,131,100,67,52,31,58,29,28,0,21,18,93,8,1,0,17,17,19,11,0,1,0,2,0,0,3,0
4,25,24,23,33,4,9,11,4,24,18,14,13,15,15,2,5,10,0,5,1,0,3,1,2,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,141,171,156,345,5,91,196,60,245,163,76,62,272,152,38,115,56,2,28,26,22,22,11,8,7,9,4,51,1,1,1,0,0,7,2,1,2,0,0,0,0,0,0
7,44,36,27,49,17,21,19,14,53,28,21,8,53,20,9,8,14,0,6,3,1,2,6,1,0,0,1,13,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0
39,213,137,147,265,79,77,139,49,185,76,114,88,227,135,23,75,28,46,35,11,11,20,18,1,2,5,1,78,1,10,6,4,6,5,2,0,0,0,0,0,0,0,0
178,408,403,358,750,361,250,517,141,560,473,215,226,663,299,167,181,148,31,57,51,50,53,29,16,5,25,9,118,8,10,11,13,15,15,4,3,3,2,0,0,0,0,0
7,31,36,36,47,21,16,33,9,36,29,9,10,44,24,10,15,12,0,0,8,7,0,0,1,1,2,1,4,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0
31,127,84,64,181,39,85,110,41,112,44,49,28,173,85,30,40,46,5,18,12,15,13,11,8,1,7,3,23,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0
3,16,11,11,20,1,11,14,7,21,17,9,5,22,9,3,7,3,1,6,1,1,2,1,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,243,175,207,369,153,144,294,69,214,256,106,86,409,195,98,102,70,14,39,26,26,23,15,3,3,8,3,44,1,3,3,5,5,6,7,0,1,0,1,0,0,0,0
44,79,100,111,181,65,30,72,30,125,100,42,58,128,68,24,45,68,6,18,17,18,11,7,7,0,7,2,21,4,0,0,2,2,1,6,0,0,1,0,1,0,0,0
6,27,20,31,41,19,16,25,7,38,17,17,20,32,22,6,12,6,3,7,2,0,7,2,2,0,1,0,1,0,1,1,3,3,0,2,0,0,0,0,0,0,0,0
40,172,134,114,275,17,125,163,55,178,210,103,75,308,174,23,78,59,23,25,17,18,25,9,11,2,9,0,60,6,0,0,13,2,5,3,0,0,2,0,0,0,0,0
32,63,76,99,161,50,41,100,17,128,83,54,45,101,55,27,57,29,28,13,7,13,13,8,5,2,7,5,13,0,4,2,4,7,8,7,4,0,0,0,0,0,0,0
12,48,40,36,58,0,29,15,7,34,39,8,6,53,28,4,11,23,1,4,3,3,5,4,1,0,3,1,13,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0
5,3,4,5,10,1,3,2,1,6,3,2,3,6,2,0,2,1,0,1,0,0,0,1,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
31,28,41,31,74,20,15,31,22,72,32,19,17,55,23,8,18,13,0,7,2,4,6,1,2,0,1,0,9,0,0,0,1,1,4,0,0,3,1,0,0,0,0,0
204,490,481,381,775,131,207,374,149,637,485,157,231,682,259,106,221,149,21,123,32,35,43,36,21,7,43,22,337,3,0,0,6,7,8,12,0,1,0,0,0,0,0,0
2,15,8,11,16,3,8,13,7,14,8,8,5,24,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,93,80,79,178,43,45,84,32,104,89,63,35,116,47,19,49,29,6,17,5,9,14,12,5,1,6,7,37,1,7,5,2,2,4,1,1,1,0,0,0,1,0,0
31,70,81,73,132,42,51,75,33,111,95,42,41,139,55,14,50,23,0,23,11,5,6,15,6,2,11,2,52,0,6,6,1,1,1,1,0,0,1,0,0,0,0,0
41,85,85,74,149,78,61,145,30,107,102,33,56,178,79,47,54,37,0,17,17,8,11,8,6,0,2,2,46,2,0,0,1,1,3,4,0,0,0,0,0,0,0,0
129,448,436,380,763,333,222,484,168,616,277,209,241,663,366,137,206,166,28,52,26,41,35,35,25,8,48,23,81,4,8,14,24,27,33,15,3,2,1,0,0,0,0,0
6,53,42,40,84,30,31,47,9,46,44,28,34,55,33,12,21,21,4,7,4,2,2,1,4,0,5,0,11,0,1,1,1,1,3,1,0,0,0,0,0,0,0,0
4,18,20,10,39,21,9,17,14,32,14,7,7,26,8,5,7,4,2,3,2,4,0,2,1,0,1,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25,73,59,67,118,60,32,63,25,114,61,24,50,87,41,19,30,16,14,16,7,6,9,1,2,0,6,1,20,0,5,5,1,1,1,3,3,0,0,0,0,0,0,0
27,63,45,39,92,25,39,70,13,94,49,36,30,130,67,23,36,17,8,12,5,9,4,8,1,0,5,0,24,0,2,2,2,3,3,2,0,1,0,0,0,0,0,0
84,192,199,216,428,107,116,160,49,264,140,123,114,225,101,33,89,69,29,42,16,15,23,34,6,2,12,3,113,1,3,3,1,1,4,11,0,1,1,1,0,0,0,0
8,30,30,18,62,14,19,27,11,42,25,17,12,31,21,7,14,3,0,3,3,0,3,4,0,0,1,1,2,0,4,4,0,0,0,1,0,0,0,0,0,0,0,0
15,51,47,38,80,0,21,29,12,59,30,17,17,58,30,13,16,18,0,15,2,3,3,4,4,1,4,0,9,0,1,1,1,1,0,4,0,1,0,0,0,0,0,0
50,124,135,87,212,88,63,106,28,158,144,69,58,206,112,34,66,62,7,30,15,14,22,6,7,1,9,0,42,1,0,0,1,1,5,9,0,0,0,0,0,0,0,0
193,432,463,317,784,333,244,260,151,584,394,306,206,596,273,65,137,156,22,66,39,30,54,54,26,8,25,12,165,8,21,19,1,1,24,5,4,4,1,0,0,0,0,0
12,18,16,12,38,2,13,15,3,21,24,7,9,25,5,3,11,4,0,7,1,3,3,3,0,0,1,0,15,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0
45,119,78,86,158,67,55,70,40,127,84,54,56,147,83,15,47,34,2,14,9,10,17,8,2,0,8,2,33,2,5,1,2,2,3,0,0,0,1,0,0,0,0,0
139,243,306,293,631,127,136,402,97,415,252,97,158,476,225,103,223,114,15,46,31,48,23,33,21,1,13,5,115,1,9,3,0,5,13,10,1,4,3,0,0,0,0,0
1,5,4,3,8,2,4,3,3,7,4,0,5,4,3,3,1,2,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
41,65,80,78,135,39,40,72,18,98,102,56,27,131,70,18,30,27,2,9,19,8,9,11,3,0,8,0,34,0,2,2,4,8,5,6,0,1,1,0,0,0,0,0
74,169,207,170,303,96,106,203,76,278,209,58,102,260,146,49,100,59,3,19,13,20,22,11,11,2,14,6,36,0,1,2,2,2,9,13,0,2,1,0,0,0,0,0
49,121,102,78,168,9,71,100,52,131,53,74,52,167,83,19,52,25,0,15,12,3,11,5,2,2,3,2,44,1,0,0,1,1,3,1,0,0,0,0,0,0,0,0
8,24,28,15,45,20,16,16,9,37,18,16,11,28,14,3,11,5,4,4,4,1,3,0,1,0,1,1,10,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0
10,42,46,37,82,40,23,27,8,59,36,32,23,62,26,7,19,11,2,10,3,3,2,3,4,0,2,0,22,0,5,5,2,2,1,3,0,1,0,0,0,0,0,0
1,0,0,0,1,0,0,1,0,0,1,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,46,28,41,77,10,28,45,13,51,50,11,18,78,40,7,21,11,4,5,3,6,7,7,2,0,5,4,19,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
26,52,35,34,80,36,18,37,10,48,51,18,25,91,47,10,24,13,1,3,5,0,6,4,1,0,1,0,14,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
37,83,65,56,126,60,47,57,20,99,98,61,38,115,59,16,26,35,7,23,6,11,10,17,4,0,6,4,28,1,0,0,6,7,6,3,2,1,3,1,0,0,0,0
17,48,41,45,88,25,25,51,13,74,38,18,28,80,36,19,27,13,4,9,4,9,9,13,7,0,3,0,24,0,0,0,3,3,1,6,1,0,0,0,0,0,0,0
55,138,71,78,129,23,49,67,40,84,89,54,21,218,58,14,41,19,0,16,8,7,13,2,0,3,7,0,88,1,1,1,0,0,6,0,0,1,0,0,0,0,0,0
4,10,5,7,15,8,2,8,2,12,7,4,2,13,5,1,4,1,0,2,1,1,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,23,34,14,50,1,16,19,18,32,21,17,3,46,16,3,14,13,0,0,7,2,5,8,1,0,0,1,19,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0
29,85,71,79,168,49,49,67,31,109,53,48,27,105,67,18,34,32,30,19,8,4,2,4,7,1,4,2,14,1,0,0,5,3,3,4,0,0,0,0,0,0,0,0
19,54,40,46,79,22,26,66,18,61,62,27,23,89,38,17,35,30,6,3,5,11,9,7,2,0,2,3,16,0,1,2,1,1,6,2,0,0,1,0,0,0,0,0
57,143,156,124,296,65,54,207,54,156,247,99,57,227,87,52,82,63,0,19,21,14,15,12,12,1,11,3,42,2,0,0,1,1,6,4,0,0,0,0,0,0,0,0
8,18,22,24,49,7,17,24,10,29,11,10,13,21,8,5,9,3,2,3,3,0,3,2,2,1,1,0,16,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0
6,41,23,17,33,10,6,21,11,41,30,14,14,49,17,5,13,13,0,17,6,6,4,3,2,1,0,0,16,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
51,174,165,137,288,86,108,219,51,223,179,73,93,300,141,82,80,49,4,30,13,12,11,11,14,1,13,7,37,1,1,1,2,4,9,8,1,2,0,0,0,0,0,0
25,89,103,51,174,55,34,103,21,137,80,16,22,188,95,26,32,37,1,22,12,13,6,11,4,0,4,1,26,1,2,2,0,0,3,1,0,0,0,0,0,0,0,0
54,99,119,82,206,31,65,53,37,159,114,63,45,164,63,7,45,18,7,22,13,4,9,23,2,0,1,6,73,1,3,3,8,8,6,3,0,0,0,0,0,0,0,0
53,145,114,111,225,52,86,117,35,180,180,119,76,251,125,24,71,46,11,18,5,12,22,45,4,0,9,1,52,3,6,6,20,19,4,1,0,2,1,3,0,0,0,0
40,92,104,72,165,63,61,128,26,160,75,44,51,164,68,30,85,30,13,14,6,8,8,13,3,2,7,2,46,0,8,6,7,8,10,6,0,2,0,0,0,0,0,0
47,109,127,103,225,23,102,95,40,211,72,36,47,193,55,27,54,16,4,31,10,7,18,7,10,1,8,2,105,0,1,1,0,1,9,2,0,5,0,0,0,0,0,0
151,348,371,378,818,240,229,287,145,495,523,437,206,527,242,49,162,110,50,60,42,35,42,19,15,1,11,6,158,1,13,12,7,7,11,12,5,1,5,0,0,0,0,0
33,71,60,62,113,55,38,83,17,100,45,19,39,114,65,29,36,20,19,12,1,8,9,3,1,0,2,0,14,0,0,0,1,1,2,4,0,0,1,0,0,0,0,0
